,GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG
420,Shot Chart Detail,0021400443,308,101108,Chris Paul,1610612746,Los Angeles Clippers,3,9,33,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,16,-130,94,1,0
421,Shot Chart Detail,0021400443,336,101108,Chris Paul,1610612746,Los Angeles Clippers,3,4,57,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,234,9,1,0
422,Shot Chart Detail,0021400443,353,101108,Chris Paul,1610612746,Los Angeles Clippers,3,3,41,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17,95,149,1,1
423,Shot Chart Detail,0021400443,428,101108,Chris Paul,1610612746,Los Angeles Clippers,4,7,34,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,17,-117,126,1,0
424,Shot Chart Detail,0021400443,458,101108,Chris Paul,1610612746,Los Angeles Clippers,4,5,1,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,47,42,1,0
425,Shot Chart Detail,0021400464,16,101108,Chris Paul,1610612746,Los Angeles Clippers,1,9,34,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,14,114,93,1,1
426,Shot Chart Detail,0021400464,41,101108,Chris Paul,1610612746,Los Angeles Clippers,1,6,47,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,24,-235,69,1,0
427,Shot Chart Detail,0021400464,71,101108,Chris Paul,1610612746,Los Angeles Clippers,1,3,44,Made Shot,Fadeaway Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,-49,238,1,1
428,Shot Chart Detail,0021400464,193,101108,Chris Paul,1610612746,Los Angeles Clippers,2,4,48,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,122,93,1,1
429,Shot Chart Detail,0021400464,208,101108,Chris Paul,1610612746,Los Angeles Clippers,2,2,56,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,65,9,1,0
430,Shot Chart Detail,0021400464,251,101108,Chris Paul,1610612746,Los Angeles Clippers,3,10,57,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,14,-87,110,1,1
431,Shot Chart Detail,0021400464,259,101108,Chris Paul,1610612746,Los Angeles Clippers,3,9,56,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,12,118,42,1,0
432,Shot Chart Detail,0021400464,291,101108,Chris Paul,1610612746,Los Angeles Clippers,3,8,20,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,237,12,1,1
433,Shot Chart Detail,0021400464,313,101108,Chris Paul,1610612746,Los Angeles Clippers,3,5,58,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,16,-160,4,1,1
434,Shot Chart Detail,0021400464,383,101108,Chris Paul,1610612746,Los Angeles Clippers,3,0,35,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-57,252,1,1
435,Shot Chart Detail,0021400464,386,101108,Chris Paul,1610612746,Los Angeles Clippers,3,0,2,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,0,257,1,0
436,Shot Chart Detail,0021400464,492,101108,Chris Paul,1610612746,Los Angeles Clippers,4,3,57,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,8,-87,12,1,0
437,Shot Chart Detail,0021400464,522,101108,Chris Paul,1610612746,Los Angeles Clippers,4,1,56,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,16,130,108,1,0
438,Shot Chart Detail,0021400464,537,101108,Chris Paul,1610612746,Los Angeles Clippers,4,0,46,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,11,95,72,1,0
439,Shot Chart Detail,0021400477,7,101108,Chris Paul,1610612746,Los Angeles Clippers,1,10,47,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,140,209,1,0
440,Shot Chart Detail,0021400477,46,101108,Chris Paul,1610612746,Los Angeles Clippers,1,6,14,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,19,-130,151,1,0
441,Shot Chart Detail,0021400477,197,101108,Chris Paul,1610612746,Los Angeles Clippers,2,4,27,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,16,-116,113,1,0
442,Shot Chart Detail,0021400477,244,101108,Chris Paul,1610612746,Los Angeles Clippers,2,1,19,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,-48,96,1,0
443,Shot Chart Detail,0021400477,272,101108,Chris Paul,1610612746,Los Angeles Clippers,3,9,52,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,13,89,99,1,0
444,Shot Chart Detail,0021400477,282,101108,Chris Paul,1610612746,Los Angeles Clippers,3,8,38,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,23,261,1,1
445,Shot Chart Detail,0021400477,304,101108,Chris Paul,1610612746,Los Angeles Clippers,3,6,21,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-169,190,1,0
446,Shot Chart Detail,0021400477,309,101108,Chris Paul,1610612746,Los Angeles Clippers,3,5,59,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,16,42,162,1,0
447,Shot Chart Detail,0021400477,339,101108,Chris Paul,1610612746,Los Angeles Clippers,3,3,38,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-149,209,1,0
448,Shot Chart Detail,0021400477,349,101108,Chris Paul,1610612746,Los Angeles Clippers,3,2,12,Made Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,9,-90,-2,1,1
449,Shot Chart Detail,0021400477,355,101108,Chris Paul,1610612746,Los Angeles Clippers,3,1,35,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,10,7,1,0
450,Shot Chart Detail,0021400502,3,101108,Chris Paul,1610612746,Los Angeles Clippers,1,11,33,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-105,233,1,1
451,Shot Chart Detail,0021400502,20,101108,Chris Paul,1610612746,Los Angeles Clippers,1,8,39,Made Shot,Running Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,11,105,36,1,1
452,Shot Chart Detail,0021400502,62,101108,Chris Paul,1610612746,Los Angeles Clippers,1,3,44,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-90,250,1,1
453,Shot Chart Detail,0021400502,74,101108,Chris Paul,1610612746,Los Angeles Clippers,1,2,56,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,10,78,77,1,0
454,Shot Chart Detail,0021400502,255,101108,Chris Paul,1610612746,Los Angeles Clippers,2,0,40,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-139,214,1,1
455,Shot Chart Detail,0021400502,257,101108,Chris Paul,1610612746,Los Angeles Clippers,2,0,11,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,32,11,1,1
456,Shot Chart Detail,0021400502,308,101108,Chris Paul,1610612746,Los Angeles Clippers,3,8,3,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-235,23,1,0
457,Shot Chart Detail,0021400502,313,101108,Chris Paul,1610612746,Los Angeles Clippers,3,7,14,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,20,39,200,1,1
458,Shot Chart Detail,0021400502,350,101108,Chris Paul,1610612746,Los Angeles Clippers,3,4,26,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,83,134,1,0
459,Shot Chart Detail,0021400502,356,101108,Chris Paul,1610612746,Los Angeles Clippers,3,3,19,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,10,-100,6,1,1
460,Shot Chart Detail,0021400502,397,101108,Chris Paul,1610612746,Los Angeles Clippers,3,0,27,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,113,224,1,0
461,Shot Chart Detail,0021400519,17,101108,Chris Paul,1610612746,Los Angeles Clippers,1,9,15,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,11,-86,74,1,1
462,Shot Chart Detail,0021400519,26,101108,Chris Paul,1610612746,Los Angeles Clippers,1,7,33,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,18,95,153,1,0
463,Shot Chart Detail,0021400519,82,101108,Chris Paul,1610612746,Los Angeles Clippers,1,2,50,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,11,99,66,1,0
464,Shot Chart Detail,0021400519,215,101108,Chris Paul,1610612746,Los Angeles Clippers,2,5,7,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-152,203,1,0
465,Shot Chart Detail,0021400519,251,101108,Chris Paul,1610612746,Los Angeles Clippers,2,2,37,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,21,9,1,0
466,Shot Chart Detail,0021400519,474,101108,Chris Paul,1610612746,Los Angeles Clippers,4,10,30,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,13,132,33,1,1
467,Shot Chart Detail,0021400519,547,101108,Chris Paul,1610612746,Los Angeles Clippers,4,4,23,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,14,42,135,1,1
468,Shot Chart Detail,0021400519,562,101108,Chris Paul,1610612746,Los Angeles Clippers,4,3,31,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,4,263,1,0
469,Shot Chart Detail,0021400519,576,101108,Chris Paul,1610612746,Los Angeles Clippers,4,2,11,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-13,-2,1,1
470,Shot Chart Detail,0021400534,14,101108,Chris Paul,1610612746,Los Angeles Clippers,1,10,30,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,24,11,1,0
471,Shot Chart Detail,0021400534,31,101108,Chris Paul,1610612746,Los Angeles Clippers,1,8,27,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,86,127,1,1
472,Shot Chart Detail,0021400534,51,101108,Chris Paul,1610612746,Los Angeles Clippers,1,6,35,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,14,-78,119,1,1
473,Shot Chart Detail,0021400534,54,101108,Chris Paul,1610612746,Los Angeles Clippers,1,6,4,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,13,-133,9,1,1
474,Shot Chart Detail,0021400534,76,101108,Chris Paul,1610612746,Los Angeles Clippers,1,3,56,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-228,93,1,1
475,Shot Chart Detail,0021400534,84,101108,Chris Paul,1610612746,Los Angeles Clippers,1,2,35,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,13,130,48,1,0
476,Shot Chart Detail,0021400534,215,101108,Chris Paul,1610612746,Los Angeles Clippers,2,4,28,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-128,216,1,1
477,Shot Chart Detail,0021400534,229,101108,Chris Paul,1610612746,Los Angeles Clippers,2,2,0,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,190,170,1,1
478,Shot Chart Detail,0021400534,232,101108,Chris Paul,1610612746,Los Angeles Clippers,2,1,30,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,15,80,129,1,1
479,Shot Chart Detail,0021400534,273,101108,Chris Paul,1610612746,Los Angeles Clippers,3,9,58,Made Shot,Running Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,17,75,1,1
480,Shot Chart Detail,0021400534,285,101108,Chris Paul,1610612746,Los Angeles Clippers,3,9,10,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,129,222,1,0
481,Shot Chart Detail,0021400534,320,101108,Chris Paul,1610612746,Los Angeles Clippers,3,5,58,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,103,235,1,0
482,Shot Chart Detail,0021400534,336,101108,Chris Paul,1610612746,Los Angeles Clippers,3,4,22,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,14,-67,134,1,0
483,Shot Chart Detail,0021400534,368,101108,Chris Paul,1610612746,Los Angeles Clippers,3,1,44,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-199,137,1,1
484,Shot Chart Detail,0021400534,378,101108,Chris Paul,1610612746,Los Angeles Clippers,3,0,14,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,15,80,137,1,0
485,Shot Chart Detail,0021400550,20,101108,Chris Paul,1610612746,Los Angeles Clippers,1,9,53,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,16,138,91,1,0
486,Shot Chart Detail,0021400550,63,101108,Chris Paul,1610612746,Los Angeles Clippers,1,5,47,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,15,254,1,0
487,Shot Chart Detail,0021400550,216,101108,Chris Paul,1610612746,Los Angeles Clippers,2,3,52,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,77,247,1,1
488,Shot Chart Detail,0021400550,233,101108,Chris Paul,1610612746,Los Angeles Clippers,2,2,30,Made Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,20,101,1,1
489,Shot Chart Detail,0021400550,243,101108,Chris Paul,1610612746,Los Angeles Clippers,2,0,46,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,116,105,1,1
490,Shot Chart Detail,0021400550,273,101108,Chris Paul,1610612746,Los Angeles Clippers,3,9,57,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,14,127,74,1,1
491,Shot Chart Detail,0021400550,288,101108,Chris Paul,1610612746,Los Angeles Clippers,3,8,13,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,157,189,1,0
492,Shot Chart Detail,0021400550,302,101108,Chris Paul,1610612746,Los Angeles Clippers,3,7,19,Missed Shot,Floating Jump shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,1,25,1,0
493,Shot Chart Detail,0021400550,319,101108,Chris Paul,1610612746,Los Angeles Clippers,3,5,37,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-202,149,1,1
494,Shot Chart Detail,0021400550,339,101108,Chris Paul,1610612746,Los Angeles Clippers,3,3,45,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17,64,159,1,0
495,Shot Chart Detail,0021400550,396,101108,Chris Paul,1610612746,Los Angeles Clippers,3,0,0,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,-57,143,1,0
496,Shot Chart Detail,0021400559,16,101108,Chris Paul,1610612746,Los Angeles Clippers,1,9,18,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-105,235,1,1
497,Shot Chart Detail,0021400559,18,101108,Chris Paul,1610612746,Los Angeles Clippers,1,8,54,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,10,77,75,1,1
498,Shot Chart Detail,0021400559,31,101108,Chris Paul,1610612746,Los Angeles Clippers,1,7,51,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,-41,244,1,1
499,Shot Chart Detail,0021400559,42,101108,Chris Paul,1610612746,Los Angeles Clippers,1,6,40,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,124,91,1,1
500,Shot Chart Detail,0021400559,48,101108,Chris Paul,1610612746,Los Angeles Clippers,1,6,11,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-51,250,1,0
501,Shot Chart Detail,0021400559,86,101108,Chris Paul,1610612746,Los Angeles Clippers,1,3,24,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-76,246,1,0
502,Shot Chart Detail,0021400559,223,101108,Chris Paul,1610612746,Los Angeles Clippers,2,3,6,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,18,-62,176,1,1
503,Shot Chart Detail,0021400559,230,101108,Chris Paul,1610612746,Los Angeles Clippers,2,1,43,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,14,108,102,1,0
504,Shot Chart Detail,0021400559,251,101108,Chris Paul,1610612746,Los Angeles Clippers,2,0,27,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,10,-109,11,1,0
505,Shot Chart Detail,0021400559,287,101108,Chris Paul,1610612746,Los Angeles Clippers,3,8,8,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,83,247,1,0
506,Shot Chart Detail,0021400559,301,101108,Chris Paul,1610612746,Los Angeles Clippers,3,7,26,Made Shot,Running Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,23,6,1,1
507,Shot Chart Detail,0021400559,328,101108,Chris Paul,1610612746,Los Angeles Clippers,3,4,21,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,17,34,176,1,1
508,Shot Chart Detail,0021400559,358,101108,Chris Paul,1610612746,Los Angeles Clippers,3,1,32,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-111,227,1,1
509,Shot Chart Detail,0021400559,444,101108,Chris Paul,1610612746,Los Angeles Clippers,4,4,25,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,16,-141,83,1,1
510,Shot Chart Detail,0021400559,479,101108,Chris Paul,1610612746,Los Angeles Clippers,4,2,36,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,73,258,1,0
511,Shot Chart Detail,0021400559,493,101108,Chris Paul,1610612746,Los Angeles Clippers,4,1,32,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13,7,138,1,0
512,Shot Chart Detail,0021400559,510,101108,Chris Paul,1610612746,Los Angeles Clippers,4,1,14,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-157,222,1,0
513,Shot Chart Detail,0021400583,4,101108,Chris Paul,1610612746,Los Angeles Clippers,1,11,31,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,78,249,1,0
514,Shot Chart Detail,0021400583,10,101108,Chris Paul,1610612746,Los Angeles Clippers,1,10,43,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,16,-166,23,1,0
515,Shot Chart Detail,0021400583,51,101108,Chris Paul,1610612746,Los Angeles Clippers,1,5,40,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,-111,108,1,1
516,Shot Chart Detail,0021400583,64,101108,Chris Paul,1610612746,Los Angeles Clippers,1,4,10,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,18,-139,129,1,1
517,Shot Chart Detail,0021400583,120,101108,Chris Paul,1610612746,Los Angeles Clippers,2,10,18,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17,97,146,1,1
518,Shot Chart Detail,0021400583,131,101108,Chris Paul,1610612746,Los Angeles Clippers,2,9,7,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,20,-131,157,1,0
519,Shot Chart Detail,0021400583,174,101108,Chris Paul,1610612746,Los Angeles Clippers,2,4,39,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,19,129,143,1,1
520,Shot Chart Detail,0021400583,241,101108,Chris Paul,1610612746,Los Angeles Clippers,3,11,12,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,13,84,102,1,0
521,Shot Chart Detail,0021400583,245,101108,Chris Paul,1610612746,Los Angeles Clippers,3,10,51,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,155,194,1,1
522,Shot Chart Detail,0021400583,254,101108,Chris Paul,1610612746,Los Angeles Clippers,3,9,36,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-123,227,1,0
523,Shot Chart Detail,0021400583,311,101108,Chris Paul,1610612746,Los Angeles Clippers,3,5,45,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,43,23,1,0
524,Shot Chart Detail,0021400583,388,101108,Chris Paul,1610612746,Los Angeles Clippers,3,0,26,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,24,1,1,0
525,Shot Chart Detail,0021400583,435,101108,Chris Paul,1610612746,Los Angeles Clippers,4,7,31,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,14,122,83,1,0
526,Shot Chart Detail,0021400583,442,101108,Chris Paul,1610612746,Los Angeles Clippers,4,7,7,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,-59,108,1,0
527,Shot Chart Detail,0021400583,445,101108,Chris Paul,1610612746,Los Angeles Clippers,4,6,56,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,19,-149,131,1,1
528,Shot Chart Detail,0021400583,496,101108,Chris Paul,1610612746,Los Angeles Clippers,4,2,24,Missed Shot,Running Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,12,-127,7,1,0
529,Shot Chart Detail,0021400583,517,101108,Chris Paul,1610612746,Los Angeles Clippers,4,0,37,Missed Shot,Running Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,-24,99,1,0
530,Shot Chart Detail,0021400599,18,101108,Chris Paul,1610612746,Los Angeles Clippers,1,9,33,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,138,75,1,0
531,Shot Chart Detail,0021400599,49,101108,Chris Paul,1610612746,Los Angeles Clippers,1,7,14,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,136,205,1,0
532,Shot Chart Detail,0021400599,73,101108,Chris Paul,1610612746,Los Angeles Clippers,1,4,56,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,12,95,86,1,0
533,Shot Chart Detail,0021400599,80,101108,Chris Paul,1610612746,Los Angeles Clippers,1,4,1,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,14,99,102,1,0
534,Shot Chart Detail,0021400599,169,101108,Chris Paul,1610612746,Los Angeles Clippers,2,7,26,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,14,69,126,1,0
535,Shot Chart Detail,0021400599,171,101108,Chris Paul,1610612746,Los Angeles Clippers,2,7,21,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-8,11,1,0
536,Shot Chart Detail,0021400599,195,101108,Chris Paul,1610612746,Los Angeles Clippers,2,5,43,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-60,249,1,1
